r_0,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_15,r_16,r_17,r_18,r_19,r_20,r_21,r_22,r_23,r_24,r_25,r_26,r_27,r_28,r_29,r_30,r_31,r_32,r_33,r_34,r_35,r_36,r_37
0.6237438,0.6485437,0.6432346,0.6557504,0.6543133,0.6486734,0.6422982,0.6531579,0.6569571,0.6467693,0.6446777,0.6455591,0.6539612,0.6462418,0.6417257,0.6559019,0.6393567,0.6488169,0.644063,0.6485549,0.6450524,0.6459673,0.6400391,0.6455348,0.6496788,0.6492112,0.6422554,0.6560812,0.6552021,0.6530719,0.6507994,0.6469658,0.6542626,0.6418288,0.6490367,0.6483724,0.6409638,0.6535116
0.6237438,0.6497272,0.6436558,0.6557504,0.6549876,0.6488623,0.6444073,0.6533839,0.6573694,0.6467693,0.6453813,0.6458903,0.6544548,0.6466371,0.641987,0.6559019,0.6397485,0.6491471,0.6440984,0.6485744,0.6462621,0.6471456,0.6418368,0.6455348,0.6497545,0.6500453,0.6423073,0.6560812,0.6552021,0.6530719,0.6528421,0.6474142,0.6552281,0.6419146,0.6495926,0.648431,0.6412598,0.6544712
0.6238625,0.6503051,0.6436558,0.6560145,0.6549964,0.6488623,0.6454893,0.6536176,0.6586271,0.6469808,0.6454055,0.6458903,0.6544548,0.6467999,0.6421184,0.6559338,0.6399187,0.6491471,0.6444595,0.6494831,0.646558,0.647396,0.6421671,0.6456037,0.6497545,0.6504114,0.6423073,0.6561568,0.6555708,0.6534941,0.6533639,0.6475296,0.6557007,0.6419876,0.649949,0.648431,0.6415312,0.6544712
0.6243712,0.6503431,0.6438528,0.6567469,0.6549964,0.6489002,0.6455503,0.6542119,0.6597082,0.6469808,0.6462816,0.6459739,0.6555574,0.6477581,0.6421747,0.6560737,0.640121,0.6494342,0.6446469,0.6494831,0.6466432,0.647396,0.6424184,0.6457364,0.649952,0.650555,0.6424045,0.6569112,0.6564297,0.6535267,0.6538913,0.6485608,0.6557007,0.6425448,0.6501552,0.6486841,0.6415312,0.6551872
0.624395,0.6517641,0.6440801,0.6567469,0.6552182,0.6492004,0.646122,0.654395,0.6599614,0.6470639,0.6463849,0.6464738,0.6555574,0.6478143,0.6431714,0.6564929,0.6406703,0.6495143,0.6446469,0.6497955,0.6474838,0.6477259,0.6425641,0.6465412,0.649952,0.650555,0.6424045,0.6574155,0.6568646,0.6535267,0.6550473,0.6485608,0.6558915,0.642723,0.65043,0.6490587,0.6420038,0.6551872
0.624395,0.6525797,0.6449331,0.6568124,0.656294,0.6500135,0.646122,0.6547969,0.6617484,0.6470639,0.6463849,0.6475113,0.6563821,0.6493436,0.6431714,0.6569535,0.6408701,0.6495143,0.6447885,0.6506896,0.6483255,0.6488928,0.6425641,0.6477234,0.6499901,0.650585,0.6432044,0.6574155,0.6570784,0.6543112,0.6559819,0.6487345,0.6563617,0.6429828,0.6506176,0.6504373,0.6421182,0.6556722
0.6251348,0.6526193,0.6452499,0.6582464,0.6564485,0.6500135,0.6473722,0.6550573,0.6617484,0.6473478,0.6466712,0.6476377,0.656509,0.6495333,0.644264,0.6570898,0.6411398,0.6496367,0.6450491,0.6509396,0.6483255,0.6493839,0.642684,0.6477345,0.6500068,0.6514985,0.6433002,0.657484,0.6574041,0.6545255,0.6567184,0.6488479,0.6571375,0.6431899,0.6512888,0.6506058,0.6423457,0.6557603
0.6251992,0.6532842,0.6452499,0.6592872,0.6564485,0.6515954,0.6478836,0.6553906,0.6624143,0.6474934,0.6477106,0.6479732,0.6568596,0.650459,0.6451057,0.6579909,0.6434946,0.6496593,0.6452165,0.6510944,0.6490703,0.649853,0.6427378,0.6477345,0.6500832,0.6514985,0.6433002,0.6578744,0.6574041,0.6547578,0.6567184,0.6488479,0.6577804,0.643507,0.6512888,0.6506058,0.6423457,0.6557816
0.6252629,0.6542124,0.6455182,0.6593626,0.656637,0.6547389,0.6479138,0.6556212,0.6639319,0.6486908,0.648437,0.6480477,0.6570418,0.6518563,0.6451719,0.6579909,0.6437281,0.650784,0.6463991,0.6512126,0.649229,0.649853,0.643258,0.6479997,0.6505784,0.6518978,0.6435842,0.6586525,0.6578216,0.6547578,0.6578981,0.6489006,0.6581663,0.64392,0.6515571,0.6512688,0.6441345,0.6564887
0.6252629,0.6543121,0.646194,0.6594816,0.6571151,0.6552902,0.6498703,0.6560147,0.6646566,0.6506625,0.6488224,0.6485511,0.6572065,0.6518563,0.6454696,0.6587748,0.6438545,0.6508808,0.6464411,0.6512126,0.6498091,0.6498932,0.643258,0.6479997,0.6505784,0.6519098,0.643883,0.6590413,0.6602313,0.6557279,0.6601241,0.6495455,0.6586909,0.6439276,0.6537399,0.6513836,0.6448804,0.6570908
0.625273,0.6545711,0.6464731,0.6594816,0.6574583,0.6552902,0.6498703,0.6563321,0.6664256,0.6509287,0.6493155,0.6501039,0.6573729,0.6528332,0.6457176,0.6591162,0.6439362,0.6512476,0.6470363,0.6520317,0.6508566,0.6502821,0.6436876,0.648451,0.650956,0.6520561,0.6446525,0.6590413,0.6602313,0.6561332,0.6603949,0.6500304,0.6593826,0.6439276,0.6547653,0.6517573,0.6448804,0.6587801
0.6255708,0.6556314,0.6464731,0.6595104,0.6576422,0.6554966,0.6498818,0.657395,0.6664256,0.6509287,0.6495608,0.6501039,0.6575228,0.6544994,0.6462625,0.6597024,0.6443212,0.6512476,0.6470676,0.6529613,0.6508566,0.6502821,0.6439893,0.6489759,0.650956,0.6520561,0.6446605,0.6605321,0.6606074,0.6561332,0.6616897,0.6510531,0.6593826,0.6440827,0.6559049,0.6517573,0.6468473,0.6605516
0.6256948,0.6556314,0.6468718,0.6595104,0.6576422,0.6562889,0.649953,0.6582259,0.6664791,0.6509299,0.6495608,0.6501993,0.6580898,0.6546215,0.6462625,0.6603721,0.6445214,0.6513288,0.6473208,0.6530362,0.6514246,0.6509394,0.6448872,0.6501495,0.6521392,0.6520787,0.6459131,0.6605321,0.6606074,0.6561748,0.6616897,0.6511929,0.659477,0.644421,0.6560409,0.6521469,0.6471453,0.6632985
0.6256948,0.6557899,0.6471118,0.6600351,0.6576461,0.6570417,0.649953,0.6582259,0.6664791,0.6532143,0.6500448,0.6501993,0.6581278,0.6550684,0.6464545,0.6607952,0.6445214,0.6521,0.648392,0.6538192,0.6519438,0.6515527,0.6450551,0.6503727,0.6535594,0.6523129,0.6468877,0.661189,0.6610471,0.6563363,0.6625584,0.6511996,0.6603902,0.6447502,0.656489,0.6522332,0.6487164,0.6634917
0.6257682,0.6557899,0.6471163,0.6600351,0.6576461,0.6575315,0.6500412,0.6595097,0.6664908,0.654164,0.6516253,0.6508761,0.6581831,0.6550684,0.6464545,0.6607952,0.6446975,0.6521058,0.6498406,0.6544176,0.6526697,0.6515527,0.6455977,0.6503875,0.6540964,0.6523129,0.6470625,0.6616579,0.662777,0.6566817,0.6639964,0.6511996,0.6603902,0.6448553,0.6572243,0.6527683,0.6508755,0.6634917
0.6259084,0.6562836,0.647539,0.6601456,0.6579119,0.6575315,0.6500412,0.6598959,0.6665796,0.654164,0.6521299,0.6508761,0.658238,0.656035,0.6480113,0.6611887,0.6446975,0.6522937,0.6498612,0.6544327,0.6535949,0.6524814,0.6458472,0.6506886,0.6548143,0.6531734,0.6470625,0.6625853,0.662777,0.6575114,0.6650621,0.6521507,0.6607087,0.6449569,0.6575651,0.6533925,0.6515152,0.663925
0.6259084,0.6562836,0.647887,0.6603027,0.6580409,0.6575685,0.6500674,0.6598959,0.6674117,0.6545833,0.653056,0.6510951,0.6585277,0.6566409,0.6481766,0.661221,0.6448129,0.6530488,0.6499689,0.6544327,0.65382,0.6524814,0.6463807,0.6507373,0.6548184,0.6533363,0.6471047,0.6625853,0.6633907,0.6575114,0.6656045,0.6522988,0.6612045,0.6450077,0.6581491,0.6536667,0.6522452,0.663925
0.6260075,0.6576893,0.6483415,0.6603311,0.6580941,0.6577027,0.6504855,0.6602829,0.6674447,0.6545885,0.6540726,0.6514979,0.6585277,0.6573908,0.6492064,0.661221,0.6448129,0.6530488,0.6499689,0.6545601,0.6539602,0.6529232,0.6465165,0.6507373,0.6548239,0.6533363,0.6490803,0.6636677,0.6633907,0.6576656,0.6658829,0.6522988,0.6630534,0.6451342,0.658676,0.6538296,0.6550782,0.6640576
0.6260075,0.6577568,0.6488144,0.6603311,0.6585893,0.6579337,0.6513486,0.661657,0.6674447,0.6545885,0.6548399,0.651681,0.6585792,0.6573908,0.6492064,0.6615369,0.6452529,0.6536003,0.6506463,0.6555912,0.6547422,0.6529232,0.6469817,0.6507455,0.6548854,0.6540511,0.6495343,0.6637613,0.6635647,0.657717,0.6662648,0.6529836,0.6636341,0.6451342,0.6587199,0.65527,0.6551096,0.6640915
0.6264928,0.6585565,0.649851,0.6603815,0.6585893,0.6579337,0.6516994,0.6621692,0.6679137,0.6561423,0.6549316,0.6520716,0.6590833,0.6573949,0.6503388,0.6616368,0.6452529,0.6544771,0.6508804,0.6555912,0.6548548,0.653624,0.6472046,0.6508887,0.6549434,0.6541429,0.6495343,0.6644315,0.6639189,0.657717,0.6665562,0.6529836,0.6636341,0.6453051,0.6587199,0.6552755,0.6563139,0.6640915
0.6264928,0.6592548,0.649851,0.6606343,0.6585893,0.6583466,0.6531326,0.6631349,0.6685996,0.6561423,0.6549316,0.6520716,0.6591874,0.6574655,0.6503388,0.6622262,0.6469901,0.6544771,0.6511272,0.655653,0.6548828,0.6537098,0.6476637,0.6526709,0.655632,0.6541429,0.6498299,0.6644315,0.6645682,0.661224,0.6669225,0.6530705,0.6660397,0.6454757,0.6592932,0.6554798,0.6565641,0.6644973
0.6269337,0.6592548,0.6510846,0.6606933,0.6598834,0.6587088,0.653405,0.6631349,0.6690141,0.6562929,0.6554686,0.6534969,0.6596373,0.6576493,0.6507942,0.6622262,0.6485901,0.6555894,0.6519539,0.655653,0.6554431,0.6542263,0.6482534,0.6530619,0.6561926,0.6557581,0.6498299,0.664877,0.664765,0.6622681,0.6678508,0.6530705,0.6661286,0.6464556,0.6594772,0.6554798,0.6568548,0.6644973
0.6272019,0.6594981,0.6519374,0.6606933,0.6609402,0.6590431,0.6543769,0.6632984,0.6692231,0.656478,0.6565686,0.6539501,0.6603435,0.6577836,0.6516032,0.6622464,0.6500832,0.6555894,0.6524334,0.6578121,0.6560033,0.6546681,0.6485652,0.6538638,0.656382,0.6569012,0.6498407,0.6655549,0.6648818,0.6626049,0.6678508,0.65361,0.6661286,0.6473215,0.6595495,0.6566684,0.6572376,0.6648422
0.6278174,0.6612727,0.6519374,0.6608115,0.6610408,0.6596718,0.6543769,0.663778,0.6694237,0.656478,0.6565686,0.6555465,0.6603435,0.6586988,0.6516032,0.6622464,0.6508684,0.6558068,0.6527611,0.6578161,0.6564671,0.6547984,0.6490153,0.6538638,0.656382,0.6571164,0.6499124,0.6655549,0.6657163,0.6628741,0.6699588,0.6536742,0.6664386,0.6482485,0.6597472,0.6566684,0.6579354,0.6661839
0.6278174,0.6614375,0.6526369,0.6616055,0.6628624,0.6601505,0.6573969,0.6640628,0.6694237,0.6569758,0.6591202,0.6555634,0.6604483,0.6589665,0.652097,0.6628856,0.6508684,0.6560032,0.653348,0.6588841,0.6571355,0.6547984,0.6498585,0.6540689,0.656664,0.6579864,0.650039,0.6659039,0.6657618,0.6642044,0.6708566,0.6545453,0.6688882,0.6488317,0.6598301,0.656758,0.6580806,0.6664052
0.6280967,0.6614375,0.6528463,0.6632339,0.6639296,0.6603214,0.6580123,0.6640628,0.6694505,0.6571164,0.6596399,0.6582293,0.6614551,0.6589738,0.6521691,0.6630865,0.6515651,0.6567259,0.6537765,0.6588841,0.657174,0.65536,0.6500193,0.6542527,0.656664,0.6583398,0.6503048,0.6662428,0.6659519,0.6650689,0.6718821,0.6546963,0.6706198,0.6488334,0.6618891,0.6568477,0.6582639,0.666849
0.6282664,0.6621791,0.6528463,0.6632733,0.6642592,0.6605328,0.6589005,0.6644786,0.6694951,0.6574866,0.6597005,0.6593988,0.6625772,0.6589738,0.6524473,0.6630865,0.6524486,0.6567259,0.6537765,0.6594023,0.657966,0.6566166,0.6502891,0.6542527,0.6570475,0.6583398,0.6504195,0.6662428,0.6667876,0.665152,0.6718821,0.6565653,0.6706198,0.6502442,0.6618891,0.6570094,0.6582734,0.6669149
0.6282664,0.6621791,0.653736,0.663596,0.6643175,0.6608578,0.6594623,0.6644807,0.6694951,0.6576307,0.6601842,0.6596861,0.6638019,0.6592369,0.6528459,0.6634301,0.6525677,0.6590055,0.6538205,0.6594023,0.6584559,0.6567336,0.6506553,0.6550642,0.6570475,0.6584056,0.6504195,0.6664923,0.6673388,0.6687775,0.6723544,0.6565771,0.6707317,0.6509334,0.6620891,0.6574961,0.6593274,0.667904
0.6287356,0.6639463,0.6537457,0.6650882,0.6651015,0.6610949,0.6594623,0.664614,0.6698499,0.6579685,0.6608904,0.6606022,0.6638019,0.6600087,0.6528459,0.6640872,0.6527734,0.6590055,0.6538205,0.659457,0.6586309,0.6568551,0.6507296,0.6555329,0.6579055,0.6584056,0.6506657,0.6664923,0.6675818,0.6691187,0.6728048,0.6571245,0.6707317,0.6518829,0.6622281,0.6574961,0.6596974,0.6681391
0.6288827,0.6647364,0.6539457,0.6655389,0.6651693,0.6618324,0.6604222,0.6647284,0.6704762,0.6579685,0.6609173,0.6628793,0.6641023,0.6617673,0.6545363,0.6642714,0.6529596,0.6595815,0.6555278,0.6598355,0.660316,0.6569045,0.6513391,0.6556465,0.6587986,0.6588357,0.6507939,0.6669607,0.667941,0.6706006,0.6728048,0.6589105,0.6729029,0.6527847,0.6624129,0.6580449,0.6598039,0.6687755
0.6292396,0.6651131,0.654366,0.6670582,0.6659257,0.6618579,0.6610288,0.6664424,0.6715123,0.6581383,0.6612928,0.6638207,0.6643745,0.661795,0.6556655,0.6647597,0.6529596,0.6598039,0.6562995,0.6598559,0.660316,0.6584985,0.6513644,0.6556465,0.6603658,0.6588357,0.651094,0.6672319,0.6680303,0.6718946,0.6731325,0.6591288,0.6729029,0.6527847,0.6634141,0.6596591,0.660224,0.6718924
0.6296571,0.6653377,0.6552245,0.6672517,0.6684639,0.662007,0.6610781,0.6674995,0.6718234,0.6593873,0.6612928,0.6640475,0.6677026,0.6619118,0.6556655,0.6647597,0.6529986,0.6598039,0.6566159,0.6598559,0.6603848,0.662344,0.6530377,0.6558933,0.6605124,0.6603532,0.6517219,0.6676258,0.6700286,0.6718946,0.6738637,0.659289,0.6729422,0.6537609,0.6634292,0.6596591,0.660224,0.6722486
0.6297349,0.6666264,0.656851,0.6672517,0.6684639,0.6621177,0.6614565,0.6683629,0.6719086,0.6597189,0.6625786,0.6645325,0.6687818,0.6621766,0.6557947,0.6651275,0.653944,0.6598499,0.6588107,0.6600653,0.6605025,0.6628486,0.6531981,0.6569697,0.6613045,0.66207,0.6528846,0.6680756,0.6702776,0.6725186,0.6747406,0.6595776,0.6731482,0.6539117,0.6645468,0.6597152,0.662548,0.672422
0.6300711,0.6671054,0.6574533,0.6673719,0.6692913,0.6625576,0.6616145,0.6728367,0.6727413,0.6611757,0.6625786,0.665199,0.6693109,0.6621809,0.6558551,0.6667295,0.6541307,0.6600178,0.6595975,0.6600653,0.6608601,0.662993,0.6539833,0.657234,0.6619766,0.6633277,0.6530541,0.6683348,0.6702776,0.6735359,0.6749592,0.6617636,0.673409,0.6541599,0.6650251,0.6597393,0.6627909,0.672721
0.63036,0.6671054,0.6574851,0.6676896,0.6697791,0.6630624,0.662884,0.6736579,0.6727413,0.6616831,0.6639748,0.6653958,0.6693109,0.6624782,0.6563755,0.66726,0.6541307,0.6603917,0.6604947,0.6604191,0.6608601,0.6643371,0.6550114,0.657234,0.6619766,0.6633439,0.653471,0.6684462,0.673388,0.6735359,0.675015,0.6623019,0.6740341,0.6543464,0.6657339,0.6597393,0.6631408,0.672721
0.6312379,0.6679334,0.6576416,0.6676896,0.669802,0.6655692,0.6640983,0.6744697,0.6729238,0.6630304,0.6653998,0.6656257,0.6695521,0.6634169,0.6566003,0.668335,0.6543523,0.6613955,0.6609706,0.6607761,0.6622513,0.6651299,0.6554011,0.6579234,0.6619981,0.6633819,0.653471,0.6686696,0.6752664,0.6741834,0.6757849,0.6633176,0.6750907,0.6548121,0.6657999,0.661813,0.6639711,0.6744445
0.631718,0.6679334,0.658458,0.6685015,0.669802,0.6655692,0.6642209,0.6749247,0.6729238,0.6631357,0.6653998,0.6657509,0.6705303,0.6634169,0.6573313,0.6703344,0.654382,0.662084,0.6612444,0.6607761,0.6624022,0.6655961,0.6563863,0.6591692,0.6619981,0.6638718,0.6541589,0.6696126,0.6752664,0.6750167,0.6759059,0.6633176,0.6750907,0.6554182,0.6657999,0.6620611,0.6671821,0.6747048
0.631718,0.6681366,0.6591645,0.6698054,0.6739587,0.6658767,0.6667787,0.6750776,0.6733069,0.6650516,0.6657002,0.6678979,0.670878,0.6651687,0.657339,0.6738763,0.6549056,0.663596,0.6615716,0.6607907,0.6628873,0.6655961,0.6564814,0.6591692,0.6622227,0.6653911,0.6548623,0.6696126,0.675993,0.6752289,0.6777217,0.6633274,0.675594,0.6556638,0.6659717,0.6620611,0.6678081,0.6755142
0.6322975,0.6681366,0.6591645,0.6717821,0.6739587,0.6658767,0.6686938,0.675377,0.6733069,0.6662393,0.665747,0.6692186,0.670878,0.6651687,0.6574402,0.6738763,0.6556926,0.6639233,0.6616044,0.6607907,0.6628873,0.666028,0.6578072,0.6592329,0.6629983,0.6657783,0.6556331,0.6697001,0.6780376,0.6760159,0.6777217,0.6633274,0.6772498,0.6567097,0.6668824,0.6633852,0.667962,0.6762031
0.6323958,0.6690534,0.6596886,0.672413,0.676822,0.666825,0.6692797,0.6756886,0.6734521,0.6681177,0.6660054,0.6706902,0.6712781,0.6655864,0.657676,0.6743682,0.6559149,0.6654776,0.6616044,0.6611337,0.6633664,0.6661853,0.6578158,0.6618767,0.6631037,0.6668874,0.6562183,0.6699818,0.6790843,0.6768887,0.6778283,0.6638302,0.6790632,0.6571985,0.6672713,0.6634525,0.667962,0.6767899
0.6323958,0.6691966,0.660094,0.672413,0.6780577,0.6678188,0.6724309,0.676001,0.6754403,0.6700243,0.6662195,0.6708633,0.6715412,0.6655864,0.657728,0.6743682,0.656954,0.6655184,0.6620826,0.6612125,0.6633692,0.6668763,0.659117,0.6622657,0.6641737,0.6673532,0.6562491,0.6703816,0.6804477,0.6778416,0.6809566,0.6645702,0.6796333,0.657854,0.6682182,0.6634525,0.668918,0.6784493
0.6326148,0.6697925,0.6605364,0.6725043,0.6786403,0.6678188,0.6724766,0.6763758,0.6791777,0.6702471,0.6666547,0.6708633,0.6724417,0.6660472,0.6594636,0.6752674,0.6570655,0.6660219,0.6625203,0.6617367,0.6637902,0.6668977,0.6597454,0.6623564,0.6643888,0.6680147,0.6570407,0.6707002,0.682329,0.6779957,0.6819773,0.6654971,0.6805569,0.6582476,0.6685556,0.6634976,0.668918,0.6792071
0.632916,0.6705358,0.6605364,0.6739924,0.6788368,0.6680299,0.6728312,0.6767946,0.6791777,0.6702471,0.6667228,0.6713024,0.6740458,0.666327,0.6603124,0.6755624,0.6579831,0.6682559,0.6645516,0.66187,0.6640894,0.6668977,0.6598469,0.6624731,0.6643888,0.6692174,0.6571177,0.6721135,0.682329,0.6802552,0.6819773,0.6654971,0.6805569,0.6592606,0.6685556,0.6635892,0.6689762,0.6792071
0.6329418,0.6707585,0.660902,0.6740305,0.6799613,0.6686082,0.6728312,0.6767946,0.6830467,0.6703521,0.6671842,0.6719993,0.6740458,0.6675063,0.6611312,0.6769122,0.6579831,0.6685699,0.6648723,0.6619829,0.6649023,0.6670765,0.6598469,0.6625018,0.6657222,0.6697989,0.6576232,0.6735869,0.6823454,0.6802552,0.6822101,0.6669018,0.6807034,0.6592606,0.6697716,0.6635892,0.6715945,0.6815895
0.6329696,0.6714224,0.660902,0.6741818,0.6805158,0.6708697,0.6731249,0.6772545,0.683894,0.6721267,0.6671842,0.6721494,0.6746478,0.6675063,0.6611587,0.6769122,0.6584942,0.6694689,0.6655196,0.6627685,0.6650298,0.6687068,0.6600079,0.6634628,0.6658267,0.6701401,0.6629855,0.6735869,0.682802,0.6814856,0.6829811,0.6669018,0.6809158,0.6595068,0.6703322,0.6639682,0.6715945,0.6815895
0.6329696,0.6714224,0.6613667,0.6744057,0.6807502,0.6733177,0.6733814,0.6780503,0.6850857,0.6726026,0.6679752,0.6741116,0.6756942,0.6679175,0.6612101,0.6779582,0.6585941,0.669841,0.6660614,0.6627685,0.6650298,0.6695367,0.6600079,0.6635231,0.6662047,0.6706601,0.6629855,0.6742219,0.682802,0.6818189,0.6838973,0.6675147,0.6819616,0.6598688,0.6712315,0.6690292,0.6719238,0.68419
0.633215,0.6715199,0.6613667,0.674528,0.6810597,0.6736246,0.6735868,0.6780503,0.6852623,0.6726026,0.6681942,0.6764939,0.6762054,0.6691766,0.6627707,0.6790157,0.6590862,0.669841,0.6661366,0.6628159,0.6650811,0.6695367,0.6604116,0.6638934,0.6685895,0.6716749,0.6631475,0.67558,0.6836069,0.6819256,0.6838973,0.6687404,0.6830671,0.6637382,0.6712315,0.6697428,0.6720108,0.6843626
0.6333818,0.6720271,0.6614572,0.6749382,0.6819452,0.6740136,0.6735868,0.679246,0.6871648,0.6735418,0.6694,0.6767763,0.6770711,0.6717786,0.6630734,0.6798429,0.6602604,0.6700986,0.6661366,0.6637878,0.6654715,0.6695633,0.6606554,0.6638934,0.6685895,0.6722446,0.6631475,0.67558,0.6836069,0.6823635,0.6865513,0.6688372,0.6831645,0.6654421,0.6720682,0.6741452,0.6721439,0.6848135
0.6333818,0.6730354,0.6630202,0.6764187,0.6830836,0.6749428,0.6756185,0.683533,0.6878122,0.6744054,0.6696472,0.677757,0.6772384,0.6722008,0.6631862,0.6803,0.6607302,0.6706294,0.6661681,0.6641453,0.6669261,0.6700792,0.6606554,0.6648486,0.6688849,0.6729116,0.6631925,0.6758207,0.6841327,0.6834947,0.6865513,0.6694871,0.6834345,0.6673246,0.6720682,0.6750091,0.6724138,0.6851802
0.6336637,0.6732215,0.6630342,0.6768584,0.684768,0.6749428,0.676228,0.683533,0.6885121,0.6755347,0.6700689,0.677757,0.6772384,0.672419,0.664465,0.6817293,0.6607302,0.6706664,0.6665992,0.664186,0.6680737,0.6701656,0.6620962,0.6655528,0.6689979,0.6729116,0.6638605,0.6758207,0.6853589,0.6845706,0.6869804,0.6717394,0.683832,0.6677348,0.6723908,0.6750091,0.6725089,0.6853239
0.6336637,0.6733297,0.6637797,0.6772943,0.6849143,0.675487,0.6764803,0.6845702,0.6894536,0.6775152,0.6707305,0.6784543,0.6805951,0.672419,0.6648527,0.6819218,0.6611256,0.671191,0.6668629,0.664186,0.6684089,0.6703149,0.6627576,0.6658423,0.6697272,0.6741446,0.6640888,0.6789419,0.6853589,0.6845706,0.687506,0.6725388,0.6839743,0.6682052,0.6730041,0.6760442,0.6725089,0.685338
0.6336771,0.673383,0.6651228,0.6777896,0.6886076,0.6772315,0.6791386,0.6850716,0.6900117,0.6790716,0.6707305,0.6869207,0.6805951,0.6734993,0.6648541,0.68202,0.6613054,0.6714768,0.6672614,0.6644084,0.668587,0.6703149,0.66383,0.6659702,0.6716659,0.6741446,0.665582,0.6806384,0.6858884,0.6874644,0.6875262,0.6741343,0.6855073,0.6684039,0.6730041,0.6769663,0.6727556,0.6863798
0.633886,0.673383,0.6652668,0.6777896,0.6886437,0.6774614,0.6791386,0.6886422,0.6912237,0.6793044,0.6709334,0.6882066,0.6813506,0.6740651,0.6655332,0.6823371,0.6619504,0.6718831,0.6696633,0.6644156,0.668587,0.6716157,0.6643703,0.666588,0.6716659,0.6748478,0.6656611,0.6806384,0.6883613,0.6874644,0.6885668,0.6742946,0.6855073,0.6685857,0.6743101,0.6769663,0.6728518,0.6891164
0.6346232,0.6738381,0.6656008,0.6785108,0.6893005,0.6774741,0.6802077,0.6886422,0.6912237,0.6797857,0.6730456,0.6898977,0.6826049,0.6741628,0.6656979,0.6827357,0.6620616,0.6719918,0.670887,0.6644156,0.6687245,0.6725958,0.6643703,0.666588,0.6716925,0.6748937,0.6656611,0.6809539,0.6883676,0.6876196,0.6903645,0.6762702,0.6875226,0.6688007,0.6752189,0.6771089,0.6749518,0.6904066
0.6346232,0.6742001,0.6669603,0.6787339,0.6906293,0.6778891,0.6816682,0.688904,0.6918088,0.6803507,0.6734133,0.6905142,0.6837346,0.6750459,0.6656979,0.6828694,0.6626321,0.6729666,0.6715245,0.6645351,0.6688796,0.67462,0.6647879,0.6667446,0.6716925,0.674931,0.6673316,0.6810046,0.6894377,0.688076,0.6903645,0.6763147,0.6875226,0.6690636,0.6753952,0.678075,0.6749518,0.6913823
0.6347893,0.6750221,0.6679802,0.6789132,0.6906293,0.6789172,0.6823642,0.6889328,0.6918088,0.6803507,0.673597,0.6910552,0.6837346,0.6751876,0.6661895,0.6854745,0.6626815,0.6748162,0.6726235,0.667749,0.6690776,0.6747454,0.6653232,0.6670718,0.673053,0.6764682,0.6680514,0.6810046,0.6894377,0.688076,0.6904943,0.6768249,0.6888296,0.6694159,0.6775308,0.6785315,0.6762855,0.6922086
0.6352045,0.6750221,0.6681382,0.6792215,0.691672,0.6792566,0.683745,0.6905393,0.6926537,0.6809351,0.6747695,0.6910552,0.6848821,0.6751876,0.6664432,0.6854745,0.6627352,0.6754136,0.6733931,0.6681232,0.6690776,0.6747454,0.6653616,0.6678731,0.6732813,0.6764682,0.6682085,0.6813925,0.6902895,0.6889814,0.6919185,0.6769996,0.6907838,0.6704788,0.6777531,0.6794375,0.6762855,0.6922086
0.6353782,0.6761422,0.6682439,0.6792215,0.6916973,0.6793129,0.6841898,0.6909625,0.6963827,0.6818328,0.6750454,0.6923285,0.6853789,0.6757438,0.6664432,0.6855688,0.6627352,0.6783385,0.6736145,0.6687156,0.669628,0.6751479,0.668136,0.6683584,0.6740632,0.6793497,0.6691344,0.6828697,0.6916713,0.6901654,0.6991958,0.6778219,0.6908559,0.6707642,0.6778229,0.6805955,0.6773958,0.6923775
0.6354988,0.6764866,0.6682439,0.6794301,0.6916973,0.6798412,0.6856715,0.6914131,0.6965163,0.6819968,0.6750454,0.6938574,0.6853789,0.6774835,0.6669402,0.6855688,0.6632013,0.6783385,0.674446,0.6690815,0.669628,0.6762942,0.668136,0.6684571,0.6749434,0.6793497,0.6696269,0.6829977,0.6940863,0.6901892,0.7008419,0.6778922,0.6913666,0.6713744,0.6778229,0.6807539,0.6795807,0.6940109
0.6355468,0.6774535,0.6684702,0.6794301,0.6931814,0.6804405,0.6856715,0.6925746,0.697213,0.683,0.6764727,0.6948931,0.6853924,0.679121,0.6674395,0.6857928,0.6637003,0.6788671,0.6749856,0.67022,0.6702043,0.6776616,0.6693513,0.6686571,0.6754625,0.6794312,0.6696269,0.6838357,0.6943181,0.6901892,0.7023698,0.6781283,0.694907,0.6717564,0.6792795,0.6810962,0.6798776,0.6942405
0.6356727,0.6788536,0.6701029,0.6795911,0.6974199,0.6812689,0.6864697,0.6926739,0.6972641,0.6838934,0.6764727,0.6965892,0.6887171,0.6797552,0.6686266,0.6877197,0.6637003,0.6809994,0.6749856,0.67022,0.6709122,0.6776616,0.6693513,0.6694647,0.6759532,0.6799069,0.6713196,0.6844304,0.6962684,0.6909309,0.7023698,0.6833399,0.6964632,0.6717564,0.6800272,0.68332,0.6808439,0.6945785
